year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
2008,https://eurovision.tv/event/belgrade-2008,Final,22,Spain,Rodolfo Chikilicuatre,Baila El Chiki Chiki,55,16,NA
2008,https://eurovision.tv/event/belgrade-2008,Final,23,Serbia,Jelena Tomašević feat. Bora Dugic,Oro,160,6,NA
2008,https://eurovision.tv/event/belgrade-2008,Final,24,Russia,Dima Bilan,Believe,272,1,NA
2008,https://eurovision.tv/event/belgrade-2008,Final,25,Norway,Maria,Hold On Be Strong,182,5,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,1,Montenegro,Stefan Filipović,Zauvijek Volim Te,23,14,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,2,Israel,Boaz,The Fire In Your Eyes,104,5,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,3,Estonia,Kreisiraadio,Leto Svet,8,18,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,4,Moldova,Geta Burlacu,A Century Of Love,36,12,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,5,San Marino,Miodio,Complice,5,19,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,6,Belgium,Ishtar,O Julissi,16,17,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,7,Azerbaijan,Elnur & Samir,Day After Day,96,6,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,8,Slovenia,Rebeka Dremelj,Vrag Naj Vzame,36,11,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,9,Norway,Maria,Hold On Be Strong,106,4,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,10,Poland,Isis Gee,For Life,42,10,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,11,Ireland,Dustin the Turkey,Irelande Douze Pointe,22,15,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,12,Andorra,Gisela,Casanova,22,16,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,13,Bosnia & Herzegovina,Laka,Pokušaj,72,9,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,14,Armenia,Sirusho,"Qele, Qele",139,2,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,15,The Netherlands,Hind,Your Heart Belongs To Me,27,13,NA
2008,https://eurovision.tv/event/belgrade-2008,SF1,16,Finland,Teräsbetoni,Missä Miehet Ratsastaa,79,8,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,17,Romania,Nico & Vlad,Pe-o Margine De Lume,94,7,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,18,Russia,Dima Bilan,Believe,135,3,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF1,19,Greece,Kalomira,Secret Combination,156,1,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,1,Iceland,Euroband,This Is My Life,68,8,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,2,Sweden,Charlotte Perrelli,Hero,54,10,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,3,Turkey,Mor ve Ötesi,Deli,85,7,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,4,Ukraine,Ani Lorak,Shady Lady,152,1,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,5,Lithuania,Jeronimas Milius,Nomads In The Night,30,16,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,6,Albania,Olta Boka,Zemrën E Lamë Peng,67,9,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,7,Switzerland,Paolo Meneguzzi,Era Stupendo,47,13,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,8,Czech Republic,Tereza Kerndlová,Have Some Fun,9,18,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,9,Belarus,Ruslan Alehno,Hasta La Vista,27,17,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,10,Latvia,Pirates Of The Sea,Wolves Of The Sea,86,6,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,11,Croatia,Kraljevi Ulice & 75 Cents,Romanca,112,4,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,12,Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",56,12,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,13,Denmark,Simon Mathew,All Night Long,112,3,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,14,Georgia,Diana Gurtskaya,Peace Will Come,107,5,qualified
2008,https://eurovision.tv/event/belgrade-2008,SF2,15,Hungary,Csézy,Candlelight,6,19,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,16,Malta,Morena,Vodka,38,14,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,17,Cyprus,Evdokia Kadi,Femme Fatale,36,15,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,18,North Macedonia,"Tamara, Vrčak & Adrijan",Let Me Love You,64,11,NA
2008,https://eurovision.tv/event/belgrade-2008,SF2,19,Portugal,Vânia Fernandes,Senhora Do Mar (Negras Águas),120,2,qualified
2007,https://eurovision.tv/event/helsinki-2007,Final,1,Bosnia & Herzegovina,Marija Sestic,Rijeka Bez Imena,106,11,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,2,Spain,NASH,I Love You Mi Vida,43,20,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,3,Belarus,Dmitry Koldun,Work Your Magic,145,6,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,4,Ireland,Dervish,They Can't Stop The Spring,5,24,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,5,Finland,Hanna Pakarinen,Leave Me Alone,53,17,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,6,North Macedonia,Karolina,Mojot Svet,73,14,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,7,Slovenia,Alenka Gotar,Cvet Z Juga,66,15,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,8,Hungary,Magdi Rúzsa,Unsubstantial Blues,128,9,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,9,Lithuania,4Fun,Love Or Leave,28,21,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,10,Greece,Sarbel,Yassou Maria,139,7,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,11,Georgia,Sopho,Visionary Dream,97,12,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,12,Sweden,The Ark,The Worrying Kind,51,18,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,13,France,Les Fatals Picards,L'amour à La Française,19,22,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,14,Latvia,Bonaparti.lv,Questa Notte,54,16,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,15,Russia,Serebro,Song # 1,207,3,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,16,Germany,Roger Cicero,Frauen Regieren Die Welt,49,19,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,17,Serbia,Marija Šerifović,Molitva,268,1,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,18,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,235,2,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,19,United Kingdom,Scooch,Flying The Flag (for You),19,22,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,20,Romania,Todomondo,"Liubi, Liubi, I Love You",84,13,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,21,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,157,5,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,22,Turkey,Kenan Dogulu,Shake It Up Shekerim,163,4,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,23,Armenia,Hayko,Anytime You Need,138,8,NA
2007,https://eurovision.tv/event/helsinki-2007,Final,24,Moldova,Natalia Barbu,Fight,109,10,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,1,Bulgaria,Elitsa Todorova & Stoyan Yankulov,Water,146,6,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,2,Israel,Teapacks,Push The Button,17,24,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,3,Cyprus,Evridiki,"Comme Ci, Comme ça",65,15,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,4,Belarus,Dmitry Koldun,Work Your Magic,176,4,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,5,Iceland,Eiríkur Hauksson,Valentine Lost,77,13,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,6,Georgia,Sopho,Visionary Dream,123,8,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,7,Montenegro,Stevan Faddy,Ajde Kroci,33,22,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,8,Switzerland,DJ BoBo,Vampires Are Alive,40,20,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,9,Moldova,Natalia Barbu,Fight,91,10,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,10,The Netherlands,Edsilia Rombley,On Top Of The World,38,21,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,11,Albania,Aida & Frederik Ndoci,Hear My Plea,49,17,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,12,Denmark,DQ,Drama Queen,45,19,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,13,Croatia,Dragonfly feat. Dado Topic,Vjerujem U Ljubav,54,16,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,14,Poland,The Jet Set,Time To Party,75,14,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,15,Serbia,Marija Šerifović,Molitva,298,1,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,16,Czech Republic,Kabát,Malá Dáma,1,28,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,17,Portugal,Sabrina,Dança Comigo (vem Ser Feliz),88,11,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,18,North Macedonia,Karolina,Mojot Svet,97,9,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,19,Norway,Guri Schanke,Ven A Bailar Conmigo,48,18,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,20,Malta,Olivia Lewis,Vertigo,15,25,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,21,Andorra,Anonymous,Salvem El Món,80,12,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,22,Hungary,Magdi Rúzsa,Unsubstantial Blues,224,2,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,23,Estonia,Gerli Padar,Partners In Crime,33,22,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,24,Belgium,The KMG's,Love Power,14,26,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,25,Slovenia,Alenka Gotar,Cvet Z Juga,140,7,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,26,Turkey,Kenan Dogulu,Shake It Up Shekerim,197,3,qualified
2007,https://eurovision.tv/event/helsinki-2007,SF0,27,Austria,Eric Papilaya,Get A Life - Get Alive,4,27,NA
2007,https://eurovision.tv/event/helsinki-2007,SF0,28,Latvia,Bonaparti.lv,Questa Notte,168,5,qualified
2006,https://eurovision.tv/event/athens-2006,Final,1,Switzerland,Six4One,If We All Give A Little,30,16,NA
2006,https://eurovision.tv/event/athens-2006,Final,2,Moldova,Arsenium & Natalia Gordienko,Loca,22,20,NA
2006,https://eurovision.tv/event/athens-2006,Final,3,Israel,Eddie Butler,Ze Hazman,4,23,NA
2006,https://eurovision.tv/event/athens-2006,Final,4,Latvia,Cosmos,I Hear Your Heart,30,16,NA
2006,https://eurovision.tv/event/athens-2006,Final,5,Norway,Christine Guldbrandsen,Alvedansen,36,14,NA
2006,https://eurovision.tv/event/athens-2006,Final,6,Spain,Las Ketchup,Bloody Mary,18,21,NA
2006,https://eurovision.tv/event/athens-2006,Final,7,Malta,Fabrizio Faniello,I Do,1,24,NA
2006,https://eurovision.tv/event/athens-2006,Final,8,Germany,Texas Lightning,"No, No, Never",36,14,NA
2006,https://eurovision.tv/event/athens-2006,Final,9,Denmark,Sidsel Ben Semmane,Twist Of Love,26,18,NA
2006,https://eurovision.tv/event/athens-2006,Final,10,Russia,Dima Bilan,Never Let You Go,248,2,NA
2006,https://eurovision.tv/event/athens-2006,Final,11,North Macedonia,Elena Risteska,Ninanajna,56,12,NA
2006,https://eurovision.tv/event/athens-2006,Final,12,Romania,Mihai Traistariu,Tornero,172,4,NA
2006,https://eurovision.tv/event/athens-2006,Final,13,Bosnia & Herzegovina,Hari Mata Hari,Lejla,229,3,NA
2006,https://eurovision.tv/event/athens-2006,Final,14,Lithuania,LT United,We Are The Winners,162,6,NA
2006,https://eurovision.tv/event/athens-2006,Final,15,United Kingdom,Daz Sampson,Teenage Life,25,19,NA
2006,https://eurovision.tv/event/athens-2006,Final,16,Greece,Anna Vissi,Everything,128,9,NA
2006,https://eurovision.tv/event/athens-2006,Final,17,Finland,Lordi,Hard Rock Hallelujah,292,1,NA
2006,https://eurovision.tv/event/athens-2006,Final,18,Ukraine,Tina Karol,Show Me Your Love,145,7,NA
2006,https://eurovision.tv/event/athens-2006,Final,19,France,Virginie Pouchin,Il était Temps,5,22,NA
2006,https://eurovision.tv/event/athens-2006,Final,20,Croatia,Severina,Moja Štikla,56,12,NA
2006,https://eurovision.tv/event/athens-2006,Final,21,Ireland,Brian Kennedy,Every Song Is A Cry For Love,93,10,NA
2006,https://eurovision.tv/event/athens-2006,Final,22,Sweden,Carola,Invincible,170,5,NA
2006,https://eurovision.tv/event/athens-2006,Final,23,Turkey,Sibel Tüzün,Superstar,91,11,NA
2006,https://eurovision.tv/event/athens-2006,Final,24,Armenia,André,Without Your Love,129,8,NA
2006,https://eurovision.tv/event/athens-2006,SF0,1,Armenia,André,Without Your Love,150,6,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,2,Bulgaria,Mariana Popova,Let Me Cry,36,17,NA
2006,https://eurovision.tv/event/athens-2006,SF0,3,Slovenia,Anej Dean,Mr. Nobody,49,16,NA
2006,https://eurovision.tv/event/athens-2006,SF0,4,Andorra,Jennifer,Sense Tu,8,23,NA
2006,https://eurovision.tv/event/athens-2006,SF0,5,Belarus,Polina Smolova,Mum,10,22,NA
2006,https://eurovision.tv/event/athens-2006,SF0,6,Albania,Luiz Ejlli,Zjarr E Ftohtë,58,14,NA
2006,https://eurovision.tv/event/athens-2006,SF0,7,Belgium,Kate Ryan,Je T'adore,69,12,NA
2006,https://eurovision.tv/event/athens-2006,SF0,8,Ireland,Brian Kennedy,Every Song Is A Cry For Love,79,9,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,9,Cyprus,Annet Artani,Why Angels Cry,57,15,NA
2006,https://eurovision.tv/event/athens-2006,SF0,10,Monaco,Séverine Ferrer,La Coco-dance,14,21,NA
2006,https://eurovision.tv/event/athens-2006,SF0,11,North Macedonia,Elena Risteska,Ninanajna,76,10,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,12,Poland,Ich Troje,Follow My Heart,70,11,NA
2006,https://eurovision.tv/event/athens-2006,SF0,13,Russia,Dima Bilan,Never Let You Go,217,3,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,14,Turkey,Sibel Tüzün,Superstar,91,8,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,15,Ukraine,Tina Karol,Show Me Your Love,146,7,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,16,Finland,Lordi,Hard Rock Hallelujah,292,1,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,17,The Netherlands,Treble,Amambanda,22,20,NA
2006,https://eurovision.tv/event/athens-2006,SF0,18,Lithuania,LT United,We Are The Winners,163,5,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,19,Portugal,Nonstop,Coisas De Nada,26,19,NA
2006,https://eurovision.tv/event/athens-2006,SF0,20,Sweden,Carola,Invincible,214,4,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,21,Estonia,Sandra,Through My Window,28,18,NA
2006,https://eurovision.tv/event/athens-2006,SF0,22,Bosnia & Herzegovina,Hari Mata Hari,Lejla,267,2,qualified
2006,https://eurovision.tv/event/athens-2006,SF0,23,Iceland,Silvia Night,Congratulations,62,13,NA
2006,https://eurovision.tv/event/athens-2006,SF0,24,Serbia & Montenegro,"Withdrew from the competition, but still voted",,NA,24,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,1,Hungary,NOX,Forogj Világ,97,12,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,2,United Kingdom,Javine,Touch My Fire,18,22,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,3,Malta,Chiara,Angel,192,2,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,4,Romania,Luminita Anghel & Sistem,Let Me Try,158,3,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,5,Norway,Wig Wam,In My Dreams,125,9,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,6,Turkey,Gülseren,Rimi Rimi Ley,92,13,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,7,Moldova,Zdob si Zdub,Boonika Bate Toba,148,6,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,8,Albania,Ledina Celo,Tomorrow I Go,53,16,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,9,Cyprus,Constantinos Christoforou,Ela Ela,46,18,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,10,Spain,Son de sol,Brujería,28,21,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,11,Israel,Shiri Maymon,Hasheket Shenish'ar,154,4,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,12,Serbia & Montenegro,No Name,Zauvijek Moja,137,7,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,13,Denmark,Jakob Sveistrup,Talking To You,125,9,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,14,Sweden,Martin Stenmarck,Las Vegas,30,19,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,15,North Macedonia,Martin Vucic,Make My Day,52,17,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,16,Ukraine,Greenjolly,Razom Nas Bahato,30,19,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,17,Germany,Gracia,Run & Hide,4,24,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,18,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,115,11,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,19,Greece,Helena Paparizou,My Number One,230,1,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,20,Russia,Natalia Podolskaya,Nobody Hurt No One,57,15,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,21,Bosnia & Herzegovina,Feminnem,Call Me,79,14,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,22,Switzerland,Vanilla Ninja,Cool Vibes,128,8,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,23,Latvia,Walter & Kazha,The War Is Not Over,153,5,NA
2005,https://eurovision.tv/event/kyiv-2005,Final,24,France,Ortal,Chacun Pense à Soi,11,23,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,1,Austria,Global.Kryner,Y Así,30,21,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,2,Lithuania,Laura and the Lovers,Little By Little,17,25,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,3,Portugal,2B,Amar,51,17,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,4,Moldova,Zdob si Zdub,Boonika Bate Toba,207,2,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,5,Latvia,Walter & Kazha,The War Is Not Over,85,10,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,6,Monaco,Lise Darly,Tout De Moi,22,24,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,7,Israel,Shiri Maymon,Hasheket Shenish'ar,158,7,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,8,Belarus,Angelica Agurbash,Love Me Tonight,67,13,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,9,The Netherlands,Glennis Grace,My Impossible Dream,53,14,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,10,Iceland,Selma,If I Had Your Love,52,16,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,11,Belgium,Nuno Resende,Le Grand Soir,29,22,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,12,Estonia,Suntribe,Let's Get Loud,31,20,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,13,Norway,Wig Wam,In My Dreams,164,6,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,14,Romania,Luminita Anghel & Sistem,Let Me Try,235,1,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,15,Hungary,NOX,Forogj Világ,167,5,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,16,Finland,Geir Rönning,Why,50,18,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,17,North Macedonia,Martin Vucic,Make My Day,97,9,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,18,Andorra,Marian van de Wal,La Mirada Interior,27,23,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,19,Switzerland,Vanilla Ninja,Cool Vibes,114,8,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,20,Croatia,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,169,4,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,21,Bulgaria,Kaffe,Lorraine,49,19,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,22,Ireland,Donna and Joseph McCaul,Love?,53,14,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,23,Slovenia,Omar Naber,Stop,69,12,NA
2005,https://eurovision.tv/event/kyiv-2005,SF0,24,Denmark,Jakob Sveistrup,Talking To You,185,3,qualified
2005,https://eurovision.tv/event/kyiv-2005,SF0,25,Poland,Ivan & Delfin,Czarna Dziewczyna,81,11,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,1,Spain,Ramón,Para Llenarme De Ti,87,10,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,2,Austria,Tie Break,Du Bist,9,21,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,3,Norway,Knut Anders Sørum,High,3,24,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,4,France,Jonatan Cerrada,A Chaque Pas,40,15,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,5,Serbia & Montenegro,Željko Joksimović,Lane Moje,263,2,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,6,Malta,Julie & Ludwig,On Again... Off Again,50,12,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,7,The Netherlands,Re-union,Without You,11,20,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,8,Germany,Max (Maximilian Mutzke),Can't Wait Until Tonight,93,8,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,9,Albania,Anjeza Shahini,The Image Of You,106,7,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,10,Ukraine,Ruslana,Wild Dances,280,1,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,11,Croatia,Ivan Mikulic,You Are The Only One,50,12,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,12,Bosnia & Herzegovina,Deen,In The Disco,91,9,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,13,Belgium,Xandee,1 Life,7,22,NA
2004,https://eurovision.tv/event/istanbul-2004,Final,14,Russia,Julia Savicheva,Believe Me,67,11,NA
