year,events_urls,round,from,by,to,points
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,United Kingdom,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Estonia,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Israel,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Croatia,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Denmark,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Germany,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,The Netherlands,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Malta,NA,Lithuania,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Sweden,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Iceland,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,France,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Bosnia & Herzegovina,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Austria,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Estonia,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Turkey,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Germany,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Israel,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Norway,NA,Ireland,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Germany,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Israel,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Estonia,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Croatia,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Sweden,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Bosnia & Herzegovina,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Iceland,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Austria,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Belgium,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Poland,NA,Denmark,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Germany,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Sweden,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Israel,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Estonia,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Croatia,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Austria,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Iceland,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Denmark,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,The Netherlands,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Portugal,NA,Malta,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Croatia,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Bosnia & Herzegovina,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Estonia,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Sweden,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Germany,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Denmark,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Austria,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,The Netherlands,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,United Kingdom,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Slovenia,NA,Israel,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Croatia,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Iceland,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Israel,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Germany,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Sweden,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Denmark,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,United Kingdom,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,The Netherlands,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Slovenia,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Spain,NA,Estonia,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Iceland,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Estonia,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Denmark,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Austria,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Bosnia & Herzegovina,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Norway,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,The Netherlands,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Israel,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Germany,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Sweden,NA,Croatia,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Germany,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Belgium,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Sweden,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Iceland,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Slovenia,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Estonia,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Israel,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Bosnia & Herzegovina,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Austria,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,The Netherlands,NA,Croatia,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Germany,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Iceland,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Croatia,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Bosnia & Herzegovina,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Sweden,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,The Netherlands,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,United Kingdom,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Israel,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,France,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,Turkey,NA,Ireland,1
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Sweden,12
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Iceland,10
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,The Netherlands,8
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Austria,7
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Malta,6
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Denmark,5
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Ireland,4
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Estonia,3
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Cyprus,2
1999,https://eurovision.tv/event/jerusalem-1999,Final,United Kingdom,NA,Germany,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Germany,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Denmark,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Latvia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Russia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Croatia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Turkey,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Ireland,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Estonia,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Malta,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Austria,NA,Switzerland,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Latvia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Denmark,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,The Netherlands,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Russia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Germany,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Sweden,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Ireland,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Turkey,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Estonia,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Belgium,NA,Malta,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Russia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,North Macedonia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Malta,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Romania,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Estonia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Ireland,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,United Kingdom,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Cyprus,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,The Netherlands,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Croatia,NA,Germany,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Russia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Spain,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Malta,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Ireland,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Estonia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,The Netherlands,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Denmark,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,United Kingdom,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,North Macedonia,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Cyprus,NA,Latvia,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Iceland,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Sweden,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Latvia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Norway,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Russia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Ireland,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Estonia,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Malta,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Germany,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Denmark,NA,Turkey,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Latvia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Russia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Denmark,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Finland,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Iceland,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Sweden,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Ireland,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Norway,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,United Kingdom,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Estonia,NA,Malta,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Latvia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Denmark,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Estonia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Sweden,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Croatia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Russia,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Turkey,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Austria,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Germany,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Finland,NA,Ireland,1
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Turkey,12
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Germany,10
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Croatia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Denmark,7
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Israel,6
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Russia,5
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Ireland,4
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Latvia,3
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,The Netherlands,2
2000,https://eurovision.tv/event/stockholm-2000,Final,France,NA,Sweden,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Denmark,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Turkey,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Sweden,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Latvia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Croatia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Estonia,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Russia,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Malta,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,Austria,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Germany,NA,The Netherlands,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Denmark,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Latvia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Russia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Norway,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Germany,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Estonia,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Sweden,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Austria,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,Ireland,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Iceland,NA,The Netherlands,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Denmark,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Russia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Latvia,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Estonia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Sweden,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Germany,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Norway,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Malta,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,Austria,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Ireland,NA,The Netherlands,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Denmark,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Russia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,The Netherlands,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Norway,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Estonia,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Iceland,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Latvia,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Malta,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,Ireland,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Israel,NA,United Kingdom,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Denmark,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Estonia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Germany,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Iceland,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Norway,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Austria,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Malta,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,United Kingdom,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Switzerland,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Latvia,NA,Ireland,1
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Russia,12
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Ireland,10
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Denmark,8
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Estonia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,United Kingdom,6
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,The Netherlands,5
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Sweden,4
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Norway,3
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Austria,2
2000,https://eurovision.tv/event/stockholm-2000,Final,Malta,NA,Cyprus,1
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Romania,12
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Croatia,10
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Malta,8
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Russia,7
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Sweden,6
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Turkey,5
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Cyprus,4
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Latvia,3
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Belgium,2
2000,https://eurovision.tv/event/stockholm-2000,Final,North Macedonia,NA,Israel,1
