year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2017,https://eurovision.tv/event/kyiv-2017,Austria,Nathan Trent,Running On Air,"Nathan Trent, Bernhard Penzias","Nathan Trent, Bernhard Penzias",English,"It’s been a long time running,
’Cause I had some things to see
I had to meet some people
Who were there to believe in me
I’m taking all that struggle,
Reminds me what I’m fighting for
I’m living it up,
I ain’t gonna stop
’Till I make that final score
And I’ll keep running
As fast as I can
I’ll keep running
I won’t stop, I won’t stop, no, no
Hey now!
If you push me down, I’ll get up again
Hey now!
If you let me drown, I’ll swim like a champion
I’m sure,
There’ll be good times, there’ll be bad times,
But I don't care,
’Cause I’m running on air
Running, running,
yeah…
Give me a million reasons,
But my answer stays the same
You can try to put me in a box,
But I’m doing it my own damn way
See, I can't stand them talkers
All pretending that their live’s a mess,
’Cause whatever you want,
Whatever you need,
You gotta get off your …
And I’ll keep running
As fast as I can
I’ll keep running
I won’t stop, I won’t stop
Hey now!
If you push me down, I’ll get up again
Hey now!
If you let me drown, I’ll swim like a champion
I’m sure,
There’ll be good times, there’ll be bad times
But I don't care
’Cause I’m running on air
Hey, I’m running on air
Running, running on air
Running, running
Now I don’t care
Hey now,
If you push me down, I’ll get up again
Hey now, hey now…
Yeah
You can push me, push me down!
Hey now, but I’ll get up again
I’m sure,
There’ll be good times, there’ll be bad times,
But I don't care
’Cause I’m running on air"
2017,https://eurovision.tv/event/kyiv-2017,Austria,Nathan Trent,Running On Air,"Nathan Trent, Bernhard Penzias","Nathan Trent, Bernhard Penzias",French,"Le chemin à parcourir fut long,
Car je devais voir plein de choses
Je devais rencontrer des gens
Qui devaient croire en moi
J’accepte qu’il faille batailler ainsi,
Ça me rappelle pourquoi je me bats
Je le vis à fond,
Je n’arrêterai pas
Avant d’avoir atteint mon but final
Et je continuerais à courir
Aussi vite que possible
Je continuerais à courir
Je ne m’arrêterai pas, je ne m’arrêterai pas, non, non
Hé maintenant !
Si vous me faites trébucher, je me relèverai à nouveau
Hé maintenant !
Si vous me laissez me noyer, je nagerai comme un champion
Je suis sûr
Qu’il y aura des bons et des mauvais moments,
Mais je m’en fiche,
Car je cours sur le vent
Je cours, je cours,
oui…
Donnez-moi des millions de raisons,
Ma réponse sera toujours la même
Vous pouvez essayer de me mettre dans une case
Mais je fais les choses à ma façon
Vous voyez, je ne supporte pas les beaux parleurs
Tous ceux qui prétendent que leur vie est sans dessus dessous
Car tout ce que vous voulez,
Tout ce dont vous avez besoin,
Vous aurez à descendre de votre …
Et je continuerais à courir
Aussi vite que possible
Je continuerais à courir
Je ne m’arrêterai pas, je ne m’arrêterai pas
Hé maintenant !
Si vous me faites trébucher, je me relèverai à nouveau
Hé maintenant !
Si vous me laissez me noyer, je nagerai comme un champion
Je suis sûr
Qu’il y aura des bons et des mauvais moments,
Mais je m’en fiche,
Car je cours sur le vent
Hé, je cours sur le vent
Je cours, je cours sur le vent
Je cours, je cours
Maintenant, je m’en fiche
Hé maintenant,
Si vous me faites trébucher, je me relèverai à nouveau
Hé maintenant, hé maintenant...
Oui
Vous pouvez me pousser, me faire trébucher !
Hé maintenant, je me relèverai à nouveau
Je suis sûr
Qu’il y aura des bons et des mauvais moments,
Mais je m’en fiche,
Car je cours sur le vent"
2017,https://eurovision.tv/event/kyiv-2017,Azerbaijan,Dihaj,Skeletons,Isa Melikov,Sandra Bjurman,English,"Standing in a mirror lane wondering what, to do
Another day and gravity’s got, got another hold of me
I never dreamed that this could be happening, not to me
But if he came falling down falling so hard, I started believing
Now I’m into daydreams
Amazed by thorn jeans
Deep into high extremes
When I’m with him it’s fantasy
We’re just like alchemy
Oh I feel ready
Have my skeletons
[I can only trick you once, bad boy]
Have my lungs, my millions
[Talk is cheap don’t speak in tongues, bad boy]
Drum drum drum, bring out the guns
[Drum drum drum, bring out the guns, bad boy]
I’m so so cursed
[Fuss and fight won’t get you tons]
Bad boy
The world is spinning faster by the minute and I’m longing to be saved
This bitter sweet sensation got a, got another hold of me
Now I’m stuck in daydreams
Surrounded by thorn jeans
Deep into high extremes
When we hook up it’s fantasy
We’re just like alchemy
I’ve never been so ready
Have my skeletons
[I can only trick you once, bad boy]
Have my lungs, my millions
[Talk is cheap don’t speak in tongues, bad boy]
Drum drum drum, bring out the guns
[Drum drum drum, bring out the guns, bad boy]
I’m so so cursed
[Fuss and fight won’t get you tons]
Bad boy
[I can only trick you once, bad boy]
I can only trick you once
[Talk is cheap don’t speak in tongues, bad boy]
[Talk is cheap don’t speak in tongues, bad boy]
Talk is cheap don’t speak in tongues
Drum drum drum, bring out the guns
[Drum drum drum, bring out the guns, bad boy]
Bad boy
Fuss and fight won’t get you tons, bad boy
[Fuss and fight won’t get you tons]
Have my skeletons
[I can only trick you once, bad boy]
Have my lungs, my millions
[Talk is cheap don’t speak in tongues, bad boy]
Have my skeletons
[Drum drum drum, bring out the guns, bad boy]
I’m so so cursed
[Fuss and fight won’t get you tons]
Have my skeletons"
2017,https://eurovision.tv/event/kyiv-2017,Belarus,Naviband,Story of My Life,Artem Lukyanenka,Artem Lukyanenka,Belarussian,"Колькі дзён, колькі спатканняў
Новыя вобразы і гарады
Шэраг падзей нас пакідае
У сэрцы трымаем, ідзем далей
Гісторыя майго жыцця
Будзе свяціць яшчэ ярчэй
У нашай крыві сонца зайграе
Уся прыгажосць тваіх вачэй
Дзе будзеш ты, я адшукаю
Яркія моманты знойдзем хутчэй
Сённяшні дзень стане пачаткам
Новых жаданняў, лепшых ідэй
Гісторыя майго жыцця
Будзе свяціць яшчэ ярчэй
У нашай крыві сонца зайграе
Уся прыгажосць тваіх вачэй"
2017,https://eurovision.tv/event/kyiv-2017,Belarus,Naviband,Story of My Life,Artem Lukyanenka,Artem Lukyanenka,English,"How many days, how many love dates
New images and towns
The chain of events is falling behind us
We keep it in our hearts and walk on
The story of my life
Will shine even brighter
The sun will sparkle in our blood
And all the beauty of your eyes
I'll seek you out wherever you may be
We'll discover the bright moments quicker
Today will give birth
To new desires and better ideas
The story of my life
Will shine even brighter
The sun will sparkle in our blood
And all the beauty of your eyes"
2017,https://eurovision.tv/event/kyiv-2017,Belgium,Blanche,City Lights,"Pierre Dumoulin, Emmanuel Delcourt","Pierre Dumoulin, Ellie Delvaux",English,"All alone in the danger zone
Are you ready to take my hand?
All alone in the flame of doubt
Are we going to lose it all?
I could never leave
You and the city lights
I could never beat
The storm in your eyes
The storm in your bright eyes
All alone in the danger zone
Are you ready to take my hand?
All alone in the flame of doubt
Are we going to lose it all?
Love came in between
The space in the city lights
Only I receive
The stars in your eyes
The stars in your dark eyes
All alone in the danger zone
Are you ready to take my hand?
All alone in the flame of doubt
Are we going to lose it all?
Let’s put some light into our lives
But keep the storm that’s in your eyes
Let’s put some light into our lives
All alone in the danger zone
Are you ready to take my hand?
All alone in the flame of doubt
Are we going to lose it all?"
2017,https://eurovision.tv/event/kyiv-2017,Belgium,Blanche,City Lights,"Pierre Dumoulin, Emmanuel Delcourt","Pierre Dumoulin, Ellie Delvaux",French,"Seul dans cette zone de danger
Es-tu prêt à prendre ma main ?
Seuls au milieu du doute
Allons-nous tout perdre ?
Je ne pourrais jamais vous quitter
Toi ou les lumières de la ville
Je ne pourrais jamais battre
La tempête qui gronde dans tes yeux
La tempête qui gronde dans tes yeux clairs
L'amour s'est invité
Entre les lumières de la ville
Je suis la seule à comprendre
Les étoiles dans tes yeux
Les étoiles dans tes yeux sombres
Seul dans cette zone de danger
Es-tu prêt à prendre ma main ?
Seuls au milieu du doute
Allons-nous tout perdre ?
Mettons de la lumière dans nos vies
Mais garde la tempête qui est dans tes yeux
Mettons de la lumière dans nos vies
Seul dans cette zone de danger
Es-tu prêt à prendre ma main ?
Seuls au milieu du doute
Allons-nous tout perdre?"
2017,https://eurovision.tv/event/kyiv-2017,Bulgaria,Kristian Kostov,Beautiful Mess,"Borislav Milanov, Sebastian Arman, Joacim Persson,Alexander V. Blay, Alex Omar","Borislav Milanov, Sebastian Arman, Joacim Persson,Alexander V. Blay, Alex Omar",English,"When the world shakes us
trying to take us out of line
Fear of tomorrow
feelings we borrow for a time
Water so deep
how do we breathe
how do we climb?
So we stay in this mess
this beautiful mess tonight
And we don't have a thing to lose
no matter what they say or do
I don't want nothing more
our love is untouchable
Even in the line of fire
when everything is on the wire
Even up against the wall
our love is untouchable
Our love is untouchable!
When the colours turn grey
and the lights all fade to black again
Water so deep
how do we breathe
how do we climb?
So we stay in this mess
this beautiful mess tonight
'Cause we don't have a thing to lose
no matter what they say or do
I don't want nothing more
our love is untouchable
Even in the line of fire
when everything is on the wire
Even up against the wall
our love is untouchable
Oooo Ooooo Oooo No!
Even in the line of fire
when everything is on the wire
Even up against the wall
our love is untouchable
Our love is untouchable!"
2017,https://eurovision.tv/event/kyiv-2017,Croatia,Jacques Houdek,My Friend,"Jacques Houdek, Siniša Reljić, Tony Malm","Jacques Houdek, Ines Prajo, Arjana Kunštek, Fabrizio Laucella","English, Italian","There's a miracle my friend
And it happens every day.
Hold out your hand,
Don't let it slip away!
Io so che esiste,
Guarda meglio su,
Ritorna ogni giorno,
Promettendo sempre più.
After the rain,
Nasce il sole!
I pray you'll see the light and find your way.
La forza del destino che è in te.
Do your best, take a chance!
Dare to dream and make it real!
Segui la verità
Via della libertà!
My friend,
My friend.
Don't let go,
Let it flow!
Credi nel miracolo!
For the miracle
That I'm talking of
Is the life that we're given.
La vita vincerà!"
2017,https://eurovision.tv/event/kyiv-2017,Cyprus,Hovig,Gravity,Thomas G:son,Thomas G:son,English,"No matter where you’re going
No matter where you’ll be
Wherever the wind is blowing
Let me be your gravity
I can be your hero
I can be your fantasy, oh
I can be the cure, oh
Let me be your remedy
Right beside you
I’ll never leave you
Let me be your heart and your company
I’ll let you be the one who can lean on me
I’ll catch you when you fall, when you’re fallin’ free
Let me be, be your gravity
Let me be your wings when you’re flying high
I’m gonna raise you up ’til you touch the sky
I’ll catch you when you fall, when you’re fallin’ free
Let me be, be your gravity
Attached inseparably, like gravity
As high as the highest mountain
As low as the deepest sea or
Wherever you settle down
Just let me be you gravity
Attached inseparably
It’s all we’ll ever be
You - me - gravity"
2017,https://eurovision.tv/event/kyiv-2017,Cyprus,Hovig,Gravity,Thomas G:son,Thomas G:son,French,"Où que vous vas
Où que vous soies
Partout où le vent souffle
Laisse-moi être ta gravité
Je peux être ton héros
Je peux être ta fantaisie, oh
Je peux être le cure, oh
Laisse-moi être ton remède
Juste à côté de toi
Je ne te quitterai jamais
Laisse-moi être ton cœur et ta compagnie
Je vais te laisser être celui qui peut s'appuyer sur moi
Je t'attraperai quand tu tomberas, quand tu descends en chute libre
Laissez-moi être, ton gravité
Laisse-moi devenir tes ailes quand tu voles haut
Je vais t’élever jusqu'à ce que tu touches le ciel
Je t'attraperai quand tu tomberas, quand tu descends en chute libre
Laisse-moi être ta gravité
On sera ensemble, comme la gravité
Aussi haut que la plus haute montagne
Aussi bas que la mer la plus profonde
Où que tu seras
Laisse-moi être ta gravité
On sera ensemble
C'est tout ce que nous serons
Toi - moi - la gravité"
